ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Nivel_gravedad,Categoria,Frecuencia_similar,Personas_afectadas,Fecha
173,Ana,78.0,Otro,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-11-19,1,1,1,LEVE,Medio Ambiente,1,1,2024-11-19
174,Jorge,70.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-04-23,0,0,0,LEVE,Medio Ambiente,1,1,2023-04-23
175,Laura,17.0,Otro,Cúcuta,queremos más presencia policial.,Educación,No urgente,2023-04-09,1,0,0,LEVE,Educación,1,1,2023-04-09
176,Ana,54.0,M,Manizales,falta agua potable en varias casas.,Salud,Urgente,2024-07-15,1,0,0,GRAVE,Salud,1,1,2024-07-15
177,Laura,,Otro,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,Urgente,2023-06-07,0,0,0,GRAVE,Seguridad,1,1,2023-06-07
178,Camilo,45.0,M,Cali,queremos más presencia policial.,Salud,Urgente,2023-03-17,1,1,0,GRAVE,Salud,1,1,2023-03-17
179,Carlos,72.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-09-13,0,1,0,GRAVE,Medio Ambiente,1,1,2023-09-13
180,Carlos,58.0,F,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-10-03,0,1,1,LEVE,Seguridad,1,1,2023-10-03
181,Laura,30.0,F,Santa Marta,,Medio Ambiente,No urgente,2024-04-28,0,1,1,LEVE,Medio Ambiente,1,1,2024-04-28
182,Carlos,42.0,Otro,Bogotá,la contaminación del río está aumentando.,Educación,Urgente,2024-09-29,1,0,1,GRAVE,Educación,1,1,2024-09-29
183,Valentina,78.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,2024-02-12,0,0,1,LEVE,Seguridad,1,1,2024-02-12
184,Juan,39.0,F,Cali,las basuras no se recogen a tiempo.,Salud,Urgente,2024-03-05,1,1,0,GRAVE,Salud,1,1,2024-03-05
185,Camilo,33.0,M,Cartagena,las basuras no se recogen a tiempo.,Educación,No urgente,2024-11-13,0,1,0,LEVE,Educación,1,1,2024-11-13
186,Juan,43.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-05-25,0,0,0,LEVE,Educación,1,1,2023-05-25
187,Pedro,,Otro,Cartagena,queremos más presencia policial.,Medio Ambiente,No urgente,2024-07-10,1,0,1,LEVE,Medio Ambiente,1,1,2024-07-10
188,Jorge,76.0,Otro,Santa Marta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2023-11-26,1,0,0,GRAVE,Seguridad,1,1,2023-11-26
189,Jorge,74.0,F,Barranquilla,faltan médicos en el centro de salud.,Educación,No urgente,2024-11-06,1,0,1,LEVE,Educación,1,1,2024-11-06
190,Sofía,80.0,F,Medellín,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2024-07-27,0,1,0,GRAVE,Seguridad,1,1,2024-07-27
191,María,17.0,M,Cali,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-03-08,0,0,1,LEVE,Medio Ambiente,1,1,2024-03-08
192,Laura,15.0,M,Cúcuta,faltan médicos en el centro de salud.,Educación,No urgente,2024-05-31,1,0,0,LEVE,Educación,1,1,2024-05-31
193,Camilo,61.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-05-18,0,1,0,GRAVE,Medio Ambiente,1,1,2023-05-18
194,Valentina,63.0,F,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-06-14,1,0,0,LEVE,Educación,1,1,2023-06-14
195,Pedro,34.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-05-29,0,0,1,LEVE,Medio Ambiente,1,1,2023-05-29
196,Pedro,19.0,Otro,Manizales,hay problemas con la recolección de basura.,Educación,No urgente,2023-10-30,1,1,0,LEVE,Educación,1,1,2023-10-30
197,Valentina,52.0,F,Cali,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-06-10,1,1,0,LEVE,Medio Ambiente,1,1,2024-06-10
198,María,40.0,F,Pereira,las basuras no se recogen a tiempo.,Educación,Urgente,2023-11-24,0,1,1,GRAVE,Educación,1,1,2023-11-24
199,María,73.0,Otro,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-08-03,0,0,1,LEVE,Medio Ambiente,1,1,2023-08-03
200,Carlos,,M,Medellín,la contaminación del río está aumentando.,Educación,Urgente,2024-01-19,0,0,0,GRAVE,Educación,1,1,2024-01-19
201,Ana,,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-09-16,0,1,0,LEVE,Medio Ambiente,1,1,2023-09-16
202,Jorge,60.0,Otro,Cartagena,faltan médicos en el centro de salud.,Salud,Urgente,2024-06-30,1,1,1,GRAVE,Salud,1,1,2024-06-30
203,Ana,78.0,Otro,Cali,no hay suficientes escuelas públicas.,Seguridad,No urgente,2023-01-11,1,0,1,LEVE,Seguridad,1,1,2023-01-11
204,Pedro,27.0,M,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-08-20,1,0,1,LEVE,Medio Ambiente,1,1,2024-08-20
205,Juan,77.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2024-05-11,1,1,0,LEVE,Educación,1,1,2024-05-11
206,Pedro,27.0,F,Bucaramanga,,Medio Ambiente,No urgente,2023-04-07,0,0,0,LEVE,Medio Ambiente,1,1,2023-04-07
207,Sofía,65.0,M,Cali,queremos más presencia policial.,Educación,Urgente,2024-11-30,1,0,1,GRAVE,Educación,1,1,2024-11-30
208,Camilo,,F,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-06-19,0,1,1,LEVE,Seguridad,1,1,2023-06-19
209,Pedro,15.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-11-06,1,0,0,GRAVE,Medio Ambiente,1,1,2023-11-06
210,Pedro,39.0,F,Cali,,Educación,No urgente,2024-04-12,0,0,1,LEVE,Educación,1,1,2024-04-12
211,Ana,17.0,F,Santa Marta,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-03-12,0,0,1,GRAVE,Seguridad,1,1,2023-03-12
212,Carlos,64.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-06-06,1,1,1,GRAVE,Medio Ambiente,1,1,2023-06-06
213,Ana,18.0,F,Bogotá,falta agua potable en varias casas.,Educación,Urgente,2023-12-24,1,0,0,GRAVE,Educación,1,1,2023-12-24
214,Jorge,60.0,M,Santa Marta,la contaminación del río está aumentando.,Seguridad,No urgente,2024-02-18,1,0,0,LEVE,Seguridad,1,1,2024-02-18
215,María,28.0,F,Medellín,no hay suficientes escuelas públicas.,Salud,No urgente,2023-07-25,1,0,0,LEVE,Salud,1,1,2023-07-25
216,Camilo,30.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-10-10,0,0,0,GRAVE,Seguridad,1,1,2023-10-10
217,Laura,16.0,M,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-01-24,0,1,0,LEVE,Medio Ambiente,1,1,2024-01-24
218,Camilo,75.0,Otro,Cúcuta,falta agua potable en varias casas.,Seguridad,No urgente,2023-01-25,0,0,1,LEVE,Seguridad,1,1,2023-01-25
219,María,22.0,F,Cartagena,las calles están muy oscuras y peligrosas.,Salud,No urgente,2023-08-13,0,0,1,LEVE,Salud,1,1,2023-08-13
220,Carlos,36.0,Otro,Cartagena,queremos más presencia policial.,Seguridad,Urgente,2024-06-03,1,0,1,GRAVE,Seguridad,1,1,2024-06-03
221,Juan,49.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-05-16,1,1,1,LEVE,Medio Ambiente,1,1,2024-05-16
222,Valentina,43.0,M,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,No urgente,2023-10-29,1,1,0,LEVE,Educación,1,1,2023-10-29
223,Camilo,51.0,Otro,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2024-07-02,1,0,0,LEVE,Medio Ambiente,1,1,2024-07-02
224,María,21.0,M,Cali,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-03-29,0,1,0,LEVE,Medio Ambiente,1,1,2023-03-29
225,Ana,72.0,F,Pereira,falta agua potable en varias casas.,Seguridad,Urgente,2023-09-25,1,0,1,GRAVE,Seguridad,1,1,2023-09-25
226,María,,Otro,Pereira,queremos más presencia policial.,Educación,Urgente,2024-08-03,1,0,1,GRAVE,Educación,1,1,2024-08-03
227,Jorge,34.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2024-02-06,0,0,0,GRAVE,Salud,1,1,2024-02-06
228,Sofía,49.0,F,Barranquilla,queremos más presencia policial.,Seguridad,Urgente,2023-09-26,0,1,0,GRAVE,Seguridad,1,1,2023-09-26
229,Camilo,52.0,F,Medellín,,Medio Ambiente,Urgente,2024-11-17,0,1,1,GRAVE,Medio Ambiente,1,1,2024-11-17
230,Laura,19.0,M,Cartagena,queremos más presencia policial.,Educación,No urgente,2024-01-06,0,0,0,LEVE,Educación,1,1,2024-01-06
231,Camilo,56.0,M,Bogotá,faltan médicos en el centro de salud.,Educación,No urgente,2024-02-21,1,1,0,LEVE,Educación,1,1,2024-02-21
232,Valentina,17.0,Otro,Manizales,,Seguridad,No urgente,2024-11-04,0,1,1,LEVE,Seguridad,1,1,2024-11-04
233,Valentina,61.0,Otro,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-08-04,1,0,0,GRAVE,Medio Ambiente,1,1,2023-08-04
234,Jorge,65.0,F,Pereira,queremos más presencia policial.,Educación,No urgente,2024-04-26,0,0,0,LEVE,Educación,1,1,2024-04-26
235,Sofía,71.0,Otro,Bucaramanga,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-08-17,1,0,1,LEVE,Seguridad,1,1,2023-08-17
236,Ana,35.0,M,Bogotá,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-15,0,0,1,LEVE,Medio Ambiente,1,1,2023-02-15
237,Juan,34.0,F,Cartagena,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2023-10-23,1,0,0,LEVE,Seguridad,1,1,2023-10-23
238,Valentina,78.0,F,Bogotá,la contaminación del río está aumentando.,Seguridad,No urgente,2023-11-17,1,1,1,LEVE,Seguridad,1,1,2023-11-17
239,Sofía,16.0,Otro,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-09-13,1,1,0,LEVE,Medio Ambiente,1,1,2023-09-13
240,Sofía,,F,Barranquilla,falta agua potable en varias casas.,Salud,Urgente,2023-04-09,1,1,1,GRAVE,Salud,1,1,2023-04-09
241,María,16.0,M,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-07-16,1,0,1,LEVE,Medio Ambiente,1,1,2024-07-16
242,Carlos,58.0,Otro,Cúcuta,,Seguridad,No urgente,2024-11-22,0,0,0,LEVE,Seguridad,1,1,2024-11-22
243,Laura,76.0,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-06-11,0,0,0,LEVE,Medio Ambiente,1,1,2024-06-11
244,Carlos,43.0,M,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,2024-05-17,1,1,0,LEVE,Medio Ambiente,1,1,2024-05-17
245,Sofía,,F,Bucaramanga,no hay suficientes escuelas públicas.,Salud,Urgente,2024-03-04,1,1,1,GRAVE,Salud,1,1,2024-03-04
246,Pedro,35.0,Otro,Cali,falta agua potable en varias casas.,Seguridad,Urgente,2024-02-12,0,0,0,GRAVE,Seguridad,1,1,2024-02-12
247,Laura,40.0,M,Bogotá,queremos más presencia policial.,Medio Ambiente,No urgente,2023-01-30,0,0,0,LEVE,Medio Ambiente,1,1,2023-01-30
248,Valentina,22.0,M,Cartagena,,Salud,No urgente,2024-07-21,0,1,1,LEVE,Salud,1,1,2024-07-21
249,María,36.0,F,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-28,1,1,0,LEVE,Medio Ambiente,1,1,2024-02-28
250,Laura,76.0,F,Santa Marta,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-04-03,1,0,1,LEVE,Salud,1,1,2023-04-03
251,Valentina,62.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Salud,Urgente,2023-09-01,0,1,0,GRAVE,Salud,1,1,2023-09-01
252,Pedro,29.0,M,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-06-08,1,0,0,GRAVE,Medio Ambiente,1,1,2023-06-08
253,Sofía,67.0,M,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-07-27,1,0,0,GRAVE,Educación,1,1,2024-07-27
254,María,62.0,F,Bucaramanga,,Medio Ambiente,No urgente,2023-05-28,1,0,1,LEVE,Medio Ambiente,1,1,2023-05-28
255,Laura,78.0,F,Bogotá,no hay suficientes escuelas públicas.,Salud,No urgente,2023-11-18,1,1,1,LEVE,Salud,1,1,2023-11-18
256,Pedro,37.0,M,Cartagena,faltan médicos en el centro de salud.,Seguridad,No urgente,2023-05-09,0,1,1,LEVE,Seguridad,1,1,2023-05-09
257,Carlos,,F,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-01-18,1,0,1,GRAVE,Seguridad,1,1,2023-01-18
258,Carlos,46.0,M,Barranquilla,necesitamos más acceso a internet en la zona.,Seguridad,No urgente,2024-01-03,0,0,1,LEVE,Seguridad,1,1,2024-01-03
259,Carlos,54.0,F,Pereira,queremos más presencia policial.,Educación,No urgente,2023-11-26,1,1,1,LEVE,Educación,1,1,2023-11-26
260,Jorge,67.0,Otro,Santa Marta,,Educación,No urgente,2023-10-25,0,1,0,LEVE,Educación,1,1,2023-10-25
261,Pedro,69.0,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-04-19,1,0,1,GRAVE,Seguridad,1,1,2024-04-19
262,María,36.0,Otro,Santa Marta,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-08,0,1,0,GRAVE,Seguridad,1,1,2024-05-08
263,Jorge,31.0,M,Bucaramanga,la contaminación del río está aumentando.,Educación,Urgente,2024-06-02,1,1,1,GRAVE,Educación,1,1,2024-06-02
264,Camilo,21.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-06-30,0,0,1,LEVE,Medio Ambiente,1,1,2023-06-30
265,Valentina,78.0,Otro,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2023-09-21,0,1,1,GRAVE,Salud,1,1,2023-09-21
266,Jorge,80.0,F,Cartagena,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2024-04-21,1,0,1,GRAVE,Educación,1,1,2024-04-21
267,Carlos,64.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2024-08-30,0,1,1,GRAVE,Salud,1,1,2024-08-30
268,Pedro,,Otro,Cartagena,faltan médicos en el centro de salud.,Seguridad,Urgente,2024-05-06,1,1,1,GRAVE,Seguridad,1,1,2024-05-06
269,Sofía,18.0,F,Santa Marta,las basuras no se recogen a tiempo.,Seguridad,No urgente,2023-12-01,1,0,0,LEVE,Seguridad,1,1,2023-12-01
270,Camilo,79.0,F,Cúcuta,la contaminación del río está aumentando.,Seguridad,No urgente,2023-12-31,0,1,0,LEVE,Seguridad,1,1,2023-12-31
271,Pedro,23.0,Otro,Medellín,no tenemos centros culturales ni bibliotecas.,Salud,No urgente,2023-02-24,1,0,0,LEVE,Salud,1,1,2023-02-24
272,Ana,23.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-05-07,1,0,1,LEVE,Salud,1,1,2023-05-07
273,María,32.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Seguridad,Urgente,2024-04-09,0,0,0,GRAVE,Seguridad,1,1,2024-04-09
274,Valentina,52.0,M,Pereira,,Educación,No urgente,2024-02-17,0,0,0,LEVE,Educación,1,1,2024-02-17
275,Ana,15.0,F,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-10-05,1,0,0,GRAVE,Medio Ambiente,1,1,2024-10-05
276,Laura,36.0,F,Pereira,no hay suficientes escuelas públicas.,Seguridad,No urgente,2024-09-24,0,1,1,LEVE,Seguridad,1,1,2024-09-24
277,Juan,79.0,F,Cúcuta,queremos más presencia policial.,Seguridad,No urgente,2023-07-08,0,0,1,LEVE,Seguridad,1,1,2023-07-08
278,María,58.0,F,Cúcuta,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-08-01,0,1,1,GRAVE,Medio Ambiente,1,1,2023-08-01
279,Carlos,46.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2024-02-26,1,1,1,GRAVE,Seguridad,1,1,2024-02-26
280,Camilo,41.0,M,Cali,hay problemas con la recolección de basura.,Salud,Urgente,2024-07-28,0,1,0,GRAVE,Salud,1,1,2024-07-28
281,Carlos,56.0,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2024-03-21,1,0,0,LEVE,Seguridad,1,1,2024-03-21
282,Laura,22.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,Urgente,2023-06-20,1,0,0,GRAVE,Educación,1,1,2023-06-20
283,María,59.0,Otro,Bucaramanga,no hay suficientes escuelas públicas.,Salud,No urgente,2023-06-14,0,1,1,LEVE,Salud,1,1,2023-06-14
284,Ana,21.0,F,Manizales,hay problemas con la recolección de basura.,Educación,Urgente,2024-11-28,1,1,0,GRAVE,Educación,1,1,2024-11-28
285,Camilo,51.0,F,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-02-04,1,1,0,LEVE,Medio Ambiente,1,1,2024-02-04
286,Laura,17.0,Otro,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-30,0,1,0,LEVE,Medio Ambiente,1,1,2024-01-30
287,Sofía,47.0,F,Pereira,la contaminación del río está aumentando.,Educación,No urgente,2024-11-14,0,0,0,LEVE,Educación,1,1,2024-11-14
288,Camilo,46.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-04-24,1,0,0,LEVE,Medio Ambiente,1,1,2023-04-24
289,Ana,57.0,F,Cali,necesitamos más acceso a internet en la zona.,Salud,Urgente,2024-08-14,1,0,1,GRAVE,Salud,1,1,2024-08-14
290,Sofía,58.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Seguridad,Urgente,2023-05-20,1,1,1,GRAVE,Seguridad,1,1,2023-05-20
291,Pedro,67.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Educación,No urgente,2024-08-15,1,0,1,LEVE,Educación,1,1,2024-08-15
292,Carlos,20.0,M,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-03-07,0,1,0,LEVE,Medio Ambiente,1,1,2023-03-07
293,Camilo,29.0,F,Manizales,falta agua potable en varias casas.,Salud,No urgente,2024-11-02,0,0,0,LEVE,Salud,1,1,2024-11-02
294,Ana,22.0,F,Pereira,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-08-19,1,1,0,GRAVE,Medio Ambiente,1,1,2024-08-19
295,Sofía,29.0,F,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,2023-07-24,0,0,1,LEVE,Seguridad,1,1,2023-07-24
296,Ana,17.0,F,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-01-09,1,0,0,GRAVE,Medio Ambiente,1,1,2023-01-09
297,Ana,26.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Educación,No urgente,2023-04-29,1,1,0,LEVE,Educación,1,1,2023-04-29
298,Valentina,38.0,M,Cartagena,queremos más presencia policial.,Educación,No urgente,2024-01-13,0,1,1,LEVE,Educación,1,1,2024-01-13
299,Jorge,27.0,,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-07-26,1,0,0,GRAVE,Medio Ambiente,1,1,2023-07-26
300,Jorge,25.0,M,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2024-02-07,0,1,1,GRAVE,Seguridad,1,1,2024-02-07
301,María,35.0,,Santa Marta,,Salud,No urgente,2024-05-16,0,0,1,LEVE,Salud,1,1,2024-05-16
302,Pedro,,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Seguridad,No urgente,2023-01-04,1,1,1,LEVE,Seguridad,1,1,2023-01-04
303,Jorge,71.0,Otro,Cali,las calles están muy oscuras y peligrosas.,Educación,No urgente,2023-03-17,0,1,1,LEVE,Educación,1,1,2023-03-17
304,Camilo,64.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Educación,Urgente,2023-09-19,1,0,0,GRAVE,Educación,1,1,2023-09-19
305,Sofía,39.0,F,Cali,necesitamos más acceso a internet en la zona.,Salud,No urgente,2023-02-16,0,0,0,LEVE,Salud,1,1,2023-02-16
306,Ana,23.0,M,Manizales,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2024-07-23,0,1,0,LEVE,Medio Ambiente,1,1,2024-07-23
307,Laura,38.0,M,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-03-25,0,0,0,GRAVE,Seguridad,1,1,2024-03-25
308,Ana,,Otro,Cúcuta,la contaminación del río está aumentando.,Educación,Urgente,2024-07-25,0,1,1,GRAVE,Educación,1,1,2024-07-25
309,Camilo,55.0,Otro,Bogotá,,Medio Ambiente,Urgente,2024-08-08,0,0,1,GRAVE,Medio Ambiente,1,1,2024-08-08
310,Valentina,65.0,,Manizales,no hay suficientes escuelas públicas.,Educación,Urgente,2023-03-27,0,1,0,GRAVE,Educación,1,1,2023-03-27
311,Ana,78.0,M,Cúcuta,queremos más presencia policial.,Medio Ambiente,Urgente,2023-09-01,0,1,0,GRAVE,Medio Ambiente,1,1,2023-09-01
312,Valentina,65.0,F,Santa Marta,queremos más presencia policial.,Salud,Urgente,2023-06-11,0,1,1,GRAVE,Salud,1,1,2023-06-11
313,María,50.0,Otro,Manizales,no tenemos centros culturales ni bibliotecas.,Educación,Urgente,2023-09-22,0,1,1,GRAVE,Educación,1,1,2023-09-22
314,Valentina,60.0,M,Barranquilla,queremos más presencia policial.,Salud,No urgente,2024-08-07,1,0,0,LEVE,Salud,1,1,2024-08-07
315,Juan,52.0,M,Bogotá,las basuras no se recogen a tiempo.,Educación,No urgente,2023-10-21,0,0,1,LEVE,Educación,1,1,2023-10-21
316,Juan,45.0,F,Santa Marta,faltan médicos en el centro de salud.,Medio Ambiente,No urgente,2023-04-28,1,0,0,LEVE,Medio Ambiente,1,1,2023-04-28
317,Camilo,72.0,M,Pereira,hay problemas con la recolección de basura.,Educación,No urgente,2023-04-08,0,1,1,LEVE,Educación,1,1,2023-04-08
318,Pedro,19.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-10-23,1,1,0,GRAVE,Medio Ambiente,1,1,2024-10-23
319,María,66.0,F,Manizales,la contaminación del río está aumentando.,Seguridad,No urgente,2024-06-21,1,1,0,LEVE,Seguridad,1,1,2024-06-21
320,Jorge,74.0,F,Pereira,no tenemos centros culturales ni bibliotecas.,Salud,Urgente,2023-07-05,1,1,1,GRAVE,Salud,1,1,2023-07-05
321,Laura,77.0,F,Bogotá,hay problemas con la recolección de basura.,Salud,No urgente,2024-01-14,0,1,1,LEVE,Salud,1,1,2024-01-14
322,Sofía,37.0,Otro,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-09-25,0,1,1,LEVE,Medio Ambiente,1,1,2024-09-25
323,Laura,18.0,M,Medellín,,Educación,No urgente,2023-06-08,1,0,1,LEVE,Educación,1,1,2023-06-08
324,Laura,69.0,M,Cali,falta agua potable en varias casas.,Educación,Urgente,2023-04-09,1,0,0,GRAVE,Educación,1,1,2023-04-09
325,Laura,63.0,Otro,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-02-26,1,1,1,LEVE,Medio Ambiente,1,1,2024-02-26
326,Camilo,29.0,F,Manizales,queremos más presencia policial.,Seguridad,No urgente,2023-10-15,1,1,1,LEVE,Seguridad,1,1,2023-10-15
327,Juan,16.0,F,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-08-26,0,0,0,GRAVE,Medio Ambiente,1,1,2024-08-26
328,Ana,62.0,F,Bucaramanga,queremos más presencia policial.,Educación,No urgente,2023-07-28,0,0,1,LEVE,Educación,1,1,2023-07-28
329,María,17.0,F,Barranquilla,las basuras no se recogen a tiempo.,Salud,Urgente,2024-04-02,0,0,0,GRAVE,Salud,1,1,2024-04-02
330,María,54.0,Otro,Bogotá,faltan médicos en el centro de salud.,Medio Ambiente,Urgente,2023-12-10,0,1,0,GRAVE,Medio Ambiente,1,1,2023-12-10
331,Jorge,58.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-29,0,0,1,GRAVE,Medio Ambiente,1,1,2024-01-29
332,Juan,64.0,M,Medellín,las calles están muy oscuras y peligrosas.,Seguridad,Urgente,2023-03-26,0,0,0,GRAVE,Seguridad,1,1,2023-03-26
333,Jorge,,,Cartagena,queremos más presencia policial.,Salud,No urgente,2024-05-13,1,0,1,LEVE,Salud,1,1,2024-05-13
